date,title,link,PDF链接,PDF文本内容,PDF图片
2023-10-30,【10月30日】名家论坛：全球气候危机下的大学应对策略,https://www.cug.edu.cn/info/11050/103575.htm,,,
2023-10-30,【11月3-5日】关于举办应急管理本科专业高校联盟会议暨第三届应急管理本科专业建设研讨会通知（第二轮）,https://www.cug.edu.cn/info/11050/103562.htm,,,
2023-10-26,【11月2日】典耀中华 楚人的心路历程和楚文化的辉煌成就,https://www.cug.edu.cn/info/11050/103538.htm,,,
2023-10-25,【11月1日】艺媒学术论坛：在插画商业应用体系下，AIGC是否重塑创意世界？,https://www.cug.edu.cn/info/11050/103537.htm,,,
2023-10-25,【10月26日】地空论坛：地震成像处理软件的国产替代与工业化应用,https://www.cug.edu.cn/info/11050/103534.htm,,,
2023-10-25,【10月26日】地空论坛：峨眉山大火成岩省岩石圈与地幔柱的相互作用,https://www.cug.edu.cn/info/11050/103533.htm,,,
2023-10-24,【10月26日】外国语学院30周年院庆系列讲座：物品放置---中国古代风水学,https://www.cug.edu.cn/info/11050/103523.htm,,,
2023-10-20,【10月21日】艺媒讲坛：强悍的艺术：汉代画像艺术鉴赏与研究,https://www.cug.edu.cn/info/11050/103514.htm,,,
2023-10-20,【12月16-21日】海峡两岸人工湿地研讨会(第一轮通知),https://www.cug.edu.cn/info/11050/103513.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2023/10/19/efa0cb9d3fb749478e3fbe14616f.pdf,,
2023-10-18,【10月23日】艺媒讲坛：如何设计氛围感,https://www.cug.edu.cn/info/11050/103489.htm,,,
2023-10-18,【10月21-22日】2023国际珠宝学术年会会议通知（1号通知）,https://www.cug.edu.cn/info/11050/103488.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2023/10/7/7a920d0f695c4fd387dbd4230d16.pdf,,
2023-10-18,【10月20日】东湖论坛——新能源与绿色产业,https://www.cug.edu.cn/info/11050/103486.htm,,,
2023-10-18,【10月19日】名家论坛：发展地球探测仪器 支撑新一轮找矿行动,https://www.cug.edu.cn/info/11050/103485.htm,,,
2023-10-17,【10月19日】全球胜任力论坛：国际交往中的法律常识：青年学生必备的国际法技巧,https://www.cug.edu.cn/info/11050/103484.htm,,,
2023-10-17,【10月18-20日】地球系统科学论坛第824期：澳大利亚麦考瑞大学Stephen Foley教授系列学术报告,https://www.cug.edu.cn/info/11050/103481.htm,,,
2023-10-16,【10月19日】社会文化价值观场景下的海报设计,https://www.cug.edu.cn/info/11050/103473.htm,,,
2023-10-13,【10月13日】研究生素质公开课,https://mp.weixin.qq.com/s/44hSfmyIfGKRLIFikgwjCA,,,
2023-10-12,【10月12日】全球胜任力论坛：从工程师到国际职员：职业发展的几点启示,https://www.cug.edu.cn/info/11050/103465.htm,,,
2023-10-08,【10月9日】地空论坛：基于面波观测的阿拉斯加地壳及上地幔地震各向异性研究,https://www.cug.edu.cn/info/11050/103432.htm,,,
2023-10-08,【10月13日】地空论坛：F(R)引力简介：从宇宙中的暗能量和暗物质到粒子物理,https://www.cug.edu.cn/info/11050/103431.htm,,,
2023-10-07,【10月12日】珠宝名家论坛：商代玉器与玉文化 喻燕姣学术报告,https://www.cug.edu.cn/info/11050/103412.htm,,,
2023-10-07,【11月3-5日】地学类专业拔尖创新人才培养研讨会暨地学类专业实践教学联盟成立大会的通知（第一号）,https://www.cug.edu.cn/info/11050/103421.htm,,,
2023-09-27,【9月28日】地空论坛：光纤钻孔地震观测设备的研制和应用,https://www.cug.edu.cn/info/11050/103381.htm,,,
2023-09-19,【9月19日】丝路博士论坛：Essential Elements of High-Level Papers: Novelty and Methods,https://www.cug.edu.cn/info/11050/103302.htm,,,
2023-09-19,【9月19日】丝路博士论坛（2023-6）：Essential Elements of High Level Papers: Novelty and Methods,https://www.cug.edu.cn/info/11050/103301.htm,,,
2023-09-18,【11月10-12日】第十八届国际应急管理论坛暨中国“双法”研究会应急管理专业委员会第十九届年会（第二轮...,https://www.cug.edu.cn/info/11050/103294.htm,,,
2023-09-11,【9月13日】地空论坛：Steady-state surface nuclear magnetic resonance: Fast acquisition protocols ...,https://www.cug.edu.cn/info/11050/103231.htm,,,
2023-09-11,【9月13日】地空论坛：Off-resonance. The double-edge sword of steady-state surface NMR,https://www.cug.edu.cn/info/11050/103232.htm,,,
2023-09-10,【9月22日-24日】“智能·协同·修复”2023年心理创伤与危机干预学术研讨会（第三轮通知）,https://www.cug.edu.cn/info/11050/102921.htm,,,
2023-09-05,【9月8日】地空论坛：新西兰南岛南阿尔卑斯山脉中段垂直形变,https://www.cug.edu.cn/info/11050/103152.htm,,,
2023-09-05,【9月9日】全球胜任力论坛：全球环境治理与所需国际化人才解析,https://www.cug.edu.cn/info/11050/103151.htm,,,
2023-07-16,【8月25日-27日】第四届巴东国际地质灾害学术论坛BIGS2023（三号通知）,https://www.cug.edu.cn/info/11050/102911.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2023/7/12/e3aeff17719f4fc6a1592ea8532e.pdf,,
2023-07-03,第十八届国际应急管理论坛暨中国“双法”研究会应急管理专业委员会第十九届年会,https://www.cug.edu.cn/info/11050/102801.htm,,,
2023-06-28,【6月30日】名家论坛：前震和震群的最新研究进展及其物理机制,https://www.cug.edu.cn/info/11050/102774.htm,,,
2023-06-28,【6月28日】名家论坛：北斗高精度定位导航授时及时空服务发展研究,https://www.cug.edu.cn/info/11050/102775.htm,,,
2023-06-27,【6月27日】名家论坛：地震电磁学：从现象到机理,https://www.cug.edu.cn/info/11050/102769.htm,,,
2023-06-27,【6月29日】地空论坛：Subslab ultra low velocity anomaly uncovered by and facilitating the largest...,https://www.cug.edu.cn/info/11050/102768.htm,,,
2023-06-25,【7月1-2日】2023年中国国土经济学会学术年会,https://www.cug.edu.cn/info/11050/102721.htm,,,
2023-06-21,【6月21日】艺媒学术论坛：云南省民族艺术研究院设计与美术学责编 尹小勇学术报告,https://www.cug.edu.cn/info/11050/102701.htm,,,
2023-06-21,【6月21日】地空论坛：Modelling Earth’s Magnetic Field,https://www.cug.edu.cn/info/11050/102702.htm,,,
2023-06-16,【6月19日】名家论坛：地球物理反演的新视角：从经典理论到机器学习方法的演化,https://www.cug.edu.cn/info/11050/102673.htm,,,
2023-06-14,【6月16日】地空论坛：浅地表地震全波形反演方法,https://www.cug.edu.cn/info/11050/102665.htm,,,
2023-06-12,【6月13日】地空论坛：阿拉斯加半岛俯冲带双差成像——水对板块滑动和地幔楔活动的影响,https://www.cug.edu.cn/info/11050/102632.htm,,,
2023-06-08,【6月13日】地空论坛：基于震间闭锁的未来地震情形动力学模拟,https://www.cug.edu.cn/info/11050/102592.htm,,,
2023-06-08,【6月9日】名家论坛：美国弗吉尼亚理工大学肖书海教授学术报告,https://www.cug.edu.cn/info/11050/102591.htm,,,
2023-05-30,【6月8日】南望今声外语论坛系列讲座（52）：语料库方法在翻译研究中的应用：发展历程与新近趋势,https://www.cug.edu.cn/info/11050/102511.htm,,,
2023-05-29,【5月30日】双一流背景下高校本科人才培养体系的构建-西北大学赖绍聪副校长讲座,https://www.cug.edu.cn/info/11050/102495.htm,,,
2023-05-29,【 5月31日】名家论坛：南京大学杨经绥院士学术报告,https://www.cug.edu.cn/info/11050/102494.htm,,,
2023-05-26,【5月28日】全球胜任力论坛：大气、海洋在环境变化中扮演的角色,https://www.cug.edu.cn/info/11050/102482.htm,,,
2023-05-25,【5月25日】丝路博士论坛（2023-5）：Building Hybrid Machine Learning Models for Multi-Label Image ...,https://www.cug.edu.cn/info/11050/102466.htm,,,
2023-05-22,【4月23日】典耀中华 发现传统文化之美 专题讲座,https://www.cug.edu.cn/info/11050/102413.htm,,,
2023-05-20,【5月24日】名家论坛：Exploring Earth’s Interior with Seismology: from Crust to Core,https://www.cug.edu.cn/info/11050/102401.htm,,,
2023-05-17,【5月23日】名家论坛：两周贵族之杂佩—聚焦礼仪与审美 刘云辉学术报告,https://www.cug.edu.cn/info/11050/102342.htm,,,
2023-05-17,【8月25-27日】第四届巴东国际地质灾害学术论坛 (BIGS2023)二号通知,https://www.cug.edu.cn/info/11050/102341.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2023/4/28/920dd20a64e2420d9e27dc2606d2.pdf,,
2023-05-17,【5月25日】名家论坛：玉行天下---恢弘璀璨的汉代玉器 李银德学术报告,https://www.cug.edu.cn/info/11050/102343.htm,,,
2023-05-16,【5月19日】地空论坛：分布式光纤传感（DAS）及其在浅地表地质灾害调查中的应用,https://www.cug.edu.cn/info/11050/102334.htm,,,
2023-05-15,【5月11日】丝路博士论坛（2023-4）：Research Process and Organizing Research Write-ups:  The Key t...,https://www.cug.edu.cn/info/11050/102304.htm,,,
2023-05-12,【5月19日】“南望今声”外语论坛系列讲座（五十一）：区域国别学与外语学科的双向互构,https://www.cug.edu.cn/info/11050/102261.htm,,,
2023-05-06,【5月8日】地空论坛：精细InSAR地壳形变观测与大凉山地区现今运动特征研究,https://www.cug.edu.cn/info/11050/102191.htm,,,
2023-05-06,【5月8日】地空论坛：巴颜喀拉块体周缘断裂带地震周期的变形过程和机制,https://www.cug.edu.cn/info/11050/102190.htm,,,
2023-05-06,【5月9日】地空论坛：快地震和慢地震破裂动力学,https://www.cug.edu.cn/info/11050/102184.htm,,,
2023-05-06,【5月9日】地空论坛：月球浅部散射性质研究,https://www.cug.edu.cn/info/11050/102185.htm,,,
2023-05-06,【5月9日】地空论坛：海底火山岩浆的动态运移过程和喷发预报,https://www.cug.edu.cn/info/11050/102183.htm,,,
2023-05-05,【6月16-18日】第三届长江保护与发展高端论坛通知（一号通知）,https://www.cug.edu.cn/info/11050/102172.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2023/5/5/9bb700ed8cc544da9664348ec0f9.pdf,,
2023-04-28,【8月9-12日】第七届区域气候变化监测与检测学术研讨会（乌鲁木齐） 第一轮通知,https://www.cug.edu.cn/info/11050/102125.htm,,,
2023-04-27,【4月27日】丝路博士论坛( 2023 -3 )：How to Find the Road of Your Research and Accomplish it with ...,https://www.cug.edu.cn/info/11050/102103.htm,,,
2023-04-24,【4月27日】全球胜任力论坛：走向世界的新青年,https://www.cug.edu.cn/info/11050/102084.htm,,,
2023-04-24,【5月4日】“南望今声”外语系列讲座（五十期）：符号景观：多学科耦合界面——从空间界面说起,https://www.cug.edu.cn/info/11050/102083.htm,,,
2023-04-23,【4月25日】绿色地球论坛：南京师范大学生命科学学院钟伯坚教授学术报告,https://www.cug.edu.cn/info/11050/102062.htm,,,
2023-04-21,【4月27日】艺媒学术论坛：湖南师范大学陈果教授学术报告,https://www.cug.edu.cn/info/11050/102024.htm,,,
2023-04-21,【4月28日】艺媒学术论坛：湖南科技大学彭斯特教授学术报告,https://www.cug.edu.cn/info/11050/102023.htm,,,
2023-04-18,【4月25日】“南望今声”外语系列讲座（四十九期）：科研项目设计与申报,https://www.cug.edu.cn/info/11050/102003.htm,,,
2023-04-18,【4月20日】全球胜任力论坛：怀家国天下  逐多彩人生,https://www.cug.edu.cn/info/11050/102002.htm,,,
2023-04-17,【4月25日】艺媒学术论坛：华中师范大学朱宇翔教授学术报告,https://www.cug.edu.cn/info/11050/101981.htm,,,
2023-04-14,【4月18日】艺媒学术论坛：中国艺术研究院练春海教授学术报告,https://www.cug.edu.cn/info/11050/101975.htm,,,
2023-04-11,【2023年6月9日-11日】关于召开 2023 年全国岩溶地质学术年会、 第五届岩溶青年学术论坛 暨首届岩溶青年...,https://www.cug.edu.cn/info/11050/101943.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2023/4/11/a6cc799cdd424c1792c142949b5f.pdf,,
2023-04-11,【11月17-21日】第十二届全国环境化学大会（第一轮通知）,https://www.cug.edu.cn/info/11050/101942.htm,,,
2023-04-11,【4月13日】全球胜任力论坛：Critical thinking and academic skills,https://www.cug.edu.cn/info/11050/101932.htm,,,
2023-04-06,【4月6日】全球胜任力论坛：未来空战和国家安全战略——国家安全与青年担当,https://www.cug.edu.cn/info/11050/101861.htm,,,
2023-04-04,【4月10日】“南望今声”外语系列讲座（四十八期）：跨文化语用能力培养与大学外语教学,https://www.cug.edu.cn/info/11050/101827.htm,,,
2023-03-27,【3月28日】新闻舆论工作的时度效——兼谈第31、32届中国新闻奖作品,https://www.cug.edu.cn/info/11050/101741.htm,,,
2023-03-24,【3月31日】“南望今声”外语系列讲座（四十七期）：雷蒙•威廉斯：文化研究与“希望的资源”,https://www.cug.edu.cn/info/11050/101723.htm,,,
2023-03-22,【3月24日】丝路博士论坛( 2023 -2 )：Identifying Research Gap and Research Question Development : ...,https://www.cug.edu.cn/info/11050/101702.htm,,,
2023-03-22,【9月16-20日】大气环境遥感学会2023年年会通知,https://www.cug.edu.cn/info/11050/101691.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2023/2/16/b5397626422043cda68b1430960b.pdf,,
2023-03-16,【3月20日】全球胜任力论坛：国际组织与国际职员培养,https://www.cug.edu.cn/info/11050/101650.htm,,,
2023-03-16,【3月17日】名家论坛：2022年汤加火山爆发引起的全球大气次声波、重力波和Lamb波,https://www.cug.edu.cn/info/11050/101644.htm,,,
2023-03-09,【3月9日】丝路讲坛：中华武术文化,https://www.cug.edu.cn/info/11050/101573.htm,,,
2023-03-08,【3月11日】名家论坛：塑料的环境归趋：从陆地到深海,https://www.cug.edu.cn/info/11050/101558.htm,,,
2023-03-02,【3月4日】全球胜任力论坛：全球治理与可持续发展中青年的使命、赋能与行动,https://www.cug.edu.cn/info/11050/101501.htm,,,
2023-02-17,【5月05-07日】第三届中国同位素水文学论坛会议通知（第四号）,https://www.cug.edu.cn/info/11050/101438.htm,https://ehall.cug.edu.cn/tp_fp/uploadfiles/serviceUpload/26b1a946-e24c-452d-aabf-39ffd28f8971/2023/2/17/7ee373d0ae094263bb338fea5708.pdf,,
2023-02-16,【2月18日】名家论坛：科学计算的历史与展望,https://www.cug.edu.cn/info/11050/101437.htm,,,
